distance_m,temperature_C,humidity_percent,rain_rate_mmhr,fog_density,gas_loss_dB,shadow_fading_dB,rician_fading_dB,blockage_loss_dB,beam_misalignment_dB,combined_fading,deep_fade,snr_dB
-0.024230629281511804,-0.6167087034690355,-0.2089353881325572,0.6709328213655424,-0.14001409529216288,-0.023686875476509776,0.8348219946410398,-0.6861720801478643,0.0,0.8604913487182517,-0.16598477296105785,0.0,14.439035419554813
-0.022795049679517766,-0.5894463766161103,-0.1388138424539019,0.7136962892698568,-0.14540721099221962,-0.018992152323215213,1.0912679336093847,-0.1445735899411196,0.0,0.7633458588516869,0.42637285353680837,0.0,13.641214136190015
-0.024223140044575698,-0.5624290958904372,-0.10291163964545955,0.7340877994354165,-0.1317914266926929,-0.0187440126178294,1.1031450471133568,-0.3774242842401668,0.0,0.6531940709650925,0.23388436213989097,0.0,14.070401192956382
-0.021878375215142215,-0.48862257240260176,0.008688848713360403,0.7514509758748232,-0.026564589405226394,-0.011211658421568831,1.2349977856783274,-0.18998530155660975,0.0,0.6718763697621425,0.4608357173186905,0.0,13.696537916290453
-0.02028427098193924,-0.4984487013263863,0.06786665013417019,0.7847422414540375,0.0254246446008961,-0.006867344715229014,1.420411772199431,-0.12067000122994363,0.0,0.65279251296086,0.614342620855847,0.0,13.481243179139724
-0.026278494440110867,-0.5599142944662671,0.0663775472699298,0.7742955738017532,0.0585205601394986,-0.012912734091813613,1.5163629266989638,-0.020318060790018445,0.0,0.5710668611710308,0.7487609313156606,0.0,13.375412973132484
-0.02554047565285395,-0.5518018518709535,0.07929495252714737,0.759606474974257,0.09155078709870937,-0.011575685253905427,1.3632821140278963,0.25356347491517683,0.0,0.6563440080889583,0.9043375203985624,0.0,13.033129196308336
-0.0163319965137472,-0.47062222928641373,0.04034562970799443,0.7901124867311855,0.06171456636557594,-0.004208622817591028,1.5717127342158779,0.5263796591859079,0.0,0.6058895865189401,1.243075037919965,0.0,12.566916346932317
-0.012416024873998966,-0.5181164976313911,0.07052923708377727,0.9145114895292279,0.028740322385566307,0.0011010974330486715,1.8460397129539106,0.38097398583035824,0.0,0.5231618211609119,1.258775466541019,0.0,12.637033005687854
-0.004860897396880797,-0.5071231527692495,0.11001926170831328,0.9237719474455262,0.014009310899280834,0.010473371791330932,1.8491473246867312,0.1878835811236142,0.0,0.4955802732682786,1.0957227324298444,0.0,12.917801324102951
-0.00908508357271286,-0.5387630674144649,0.15190226624313144,0.8544257788592168,0.12727030195659952,0.008212645920011504,1.9678604665690655,0.2049968358288293,0.0,0.4474626382750972,1.1707587174278877,0.0,12.8638189167568
-0.0008085687212051463,-0.5117087561909879,0.18874597156969128,0.7684573465444617,0.14234174310571018,0.018182670480148915,1.9334184432827353,-0.00742151834517386,0.0,0.5530682070024956,0.9721073661632897,0.0,13.041515109799365
-0.008875209815810107,-0.4685565621218612,0.11598179556576545,0.7782869873264887,0.10160581184040404,0.006748592599529166,2.2272299681788845,0.14955171640889248,0.0,0.5533302933301192,1.2555465404592838,0.0,12.60784546292544
-0.00049334928755476,-0.36919241091142674,0.14226082477313176,0.748777323660887,0.18945104615649516,0.016330668598294715,2.0827686348373726,0.23351427435902858,0.0,0.5741075789410361,1.2535809098027622,0.0,12.582899502656346
0.003181594688877477,-0.4235630800221987,0.17755343928774098,0.71684000752277,0.20431471973083196,0.021640136853595972,1.8942142472924013,0.5823539761944766,0.0,0.580482352009816,1.4550072833902565,0.0,12.26404800350238
0.0030049561742643708,-0.381358348788963,0.07482244400684335,0.718628962412551,0.2102518522602488,0.016675600595569537,2.0822812284525027,0.5378083697482182,0.0,0.6541819696035048,1.512783568633045,0.0,12.086464786879816
0.0021520210637554853,-0.3031917413124487,0.115931998118733,0.5813984038492576,0.19691256921756822,0.017741310815997037,2.432171465919034,0.13541145842087624,0.0,0.6022759142789363,1.3478393212215078,0.0,12.407284952895722
0.007930018172432711,-0.3362726681505813,0.05974332816872816,0.5695785029407575,0.2585915579005731,0.020882812618531515,2.5722034746540783,0.023059059890955295,0.0,0.5860741715466498,1.3233436094379198,0.0,12.462310844590846
0.010391001903719046,-0.30870192037957533,0.05097476650717949,0.5508131503315797,0.17481207738948196,0.022927445972200457,2.3251262993424042,0.2041142789296611,0.0,0.4761918293635347,1.3519137876695295,0.0,12.549947428747773
